place,address,pos,open_time
낙동강 하구 에코 센터,부산광역시 사하구 하단동 1207-1번지,"[35.1054124, 128.9399223]",
전주교대박물관,전라북도 전주시 완산구 동서학동 서학로 50,"[35.8091378, 127.15291]",
행주산성,경기도 고양시 덕양구 행주동 행주로15번길 89,"[37.5998788, 126.8225813]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
수원 화성 문화제,경기도 수원시 팔달구 장안동 334,"[37.2854748, 127.0074782]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
묵호 등대 해양 문화 공간,묵호등대,"[37.554271, 129.1163185]",
좌구산휴양림,충청북도 증평군 증평읍 솟점말길 107,"[36.7083457, 127.6491789]",
제주 여미지 식물원,제주특별자치도 서귀포시 색달동 중문관광로 93,"[33.252684, 126.412254]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
성불사,광주광역시 동구 금동 53-6,"[35.1432984, 126.9141237]",
수락산유원지,남양주시 별내면,"[37.706204, 127.106103]",
봉산문화거리,대구광역시 중구 봉산동 봉산문화2길,"[35.8627357, 128.5949159]",
마장호수,경기도 파주시 광탄면 기산리 436-5,"[37.7757249, 126.925979]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
과천문화예술센터,경기도 과천시 문원동 31-3,"[37.4288073, 126.9997994]",
고속터미널상가,대전광역시 동구 용전동 117-23,"[36.3493574, 127.4340983]",
한국영상박물관,대구광역시 중구 성내1동 중앙대로 456-8,"[35.873611, 128.5929792]",
안양예술공원,경기도 안양시 만안구 석수동 240-18,"[37.4188889, 126.9180838]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
경희대학교 서울캠퍼스,서울특별시 동대문구 회기동 경희대로 26,"[37.5971909, 127.0495909]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
덕포진,경기도 김포시 대곶면 덕포진로103번길 90,"[37.6506076, 126.5365171]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
돌할매,경상북도 영천시 북안면 관리 221,"[35.9397041, 129.0438329]",
커먼그라운드,서울특별시 광진구 자양4동 아차산로 200,"[37.5411175, 127.0638766]","월요일
오전 11:00~오후 10:00
화요일
오전 11:00~오후 10:00
수요일
오전 11:00~오후 10:00
목요일
오전 11:00~오후 10:00
금요일
오전 11:00~오후 10:00
토요일
오전 11:00~오후 10:00
일요일
오전 11:00~오후 10:00"
삼포해수욕장,강원도 고성군 죽왕면 삼포리 1-1,"[38.3157047, 128.5167269]",
만성리검은모래해변,여수시 만흥동,"[34.7773819, 127.7273353]",
남양주 사릉,경기도 남양주시 진건읍 사능리 108,"[37.6472587, 127.1952417]",
녹산로유채꽃길,녹산로유채꽃길,"[33.3906514, 126.6968891]",
대전 컨벤션센터,대전광역시 유성구 도룡동 엑스포로 107,"[36.3749012, 127.3894891]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
휴무일
일요일
휴무일"
용마랜드,서울특별시 중랑구 망우본동 망우로70길 118,"[37.5948318, 127.1032406]","월요일
오전 9:30~오후 7:00
화요일
오전 9:30~오후 7:00
수요일
오전 9:30~오후 7:00
목요일
오전 9:30~오후 7:00
금요일
오전 9:30~오후 7:00
토요일
오전 9:30~오후 7:00
일요일
오전 9:30~오후 7:00"
신풍 한지마을,충청북도 괴산군 연풍면 원풍리 613-3,"[36.7845605, 128.0089584]",
고성 공룡박물관,경상남도 고성군 하이면 자란만로 618,"[34.9080985, 128.1464861]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
익산 왕궁리 오층석탑,전라북도 익산시 왕궁면 왕궁리 산80-1,"[35.9729516, 127.0526726]","월요일
오전 10:00~오후 6:30
화요일
오전 10:00~오후 6:30
수요일
오전 10:00~오후 6:30
목요일
오전 10:00~오후 6:30
금요일
오전 10:00~오후 6:30
토요일
휴무일
일요일
휴무일"
전곡선사박물관,경기도 연천군 전곡읍 평화로443번길 2,"[38.0114404, 127.0615093]","월요일
휴무일
화요일
오전 10:15~오후 6:00
수요일
오전 10:15~오후 6:00
목요일
오전 10:15~오후 6:00
금요일
오전 10:15~오후 6:00
토요일
오전 10:15~오후 6:00
일요일
오전 10:15~오후 6:00"
덕포진 교육 박물관,경기도 김포시 대곶면 덕포진로103번길 90,"[37.6506076, 126.5365171]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
레디움 아트 센터,부산광역시 해운대구 중동 해운대해변로298번길 24,"[35.1602001, 129.1643827]","월요일
휴무일
화요일
휴무일
수요일
오후 2:00~5:00
목요일
오후 2:00~5:00
금요일
오후 2:00~5:00
토요일
오후 2:00~5:00
일요일
오후 12:00~4:00"
렛츠런파크부산경남,부산광역시 강서구 범방동 가락대로 929,"[35.155109, 128.874467]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
강원도립대학교,강원도 강릉시 주문진읍 연주로 270,"[37.8770593, 128.8271141]",
영남제일관,대구광역시 수성구 만촌동 팔현길 248,"[35.8753531, 128.6559952]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
고운사,경상북도 의성군 단촌면 고운사길 415,"[36.4584441, 128.7479616]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
2.28기념중앙공원,대구광역시 중구 성내1동 동성로2길 80,"[35.8698526, 128.5955844]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
국립해양유물전시관,전라남도 목포시 南 農 路 龍海 洞 )136 番地,"[34.7918294, 126.419501]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
거제어촌민속전시관,경상남도 거제시 일운면 지세포리 929-88,"[34.8337274, 128.699714]",
IFC 몰,서울특별시 영등포구 여의도동 국제금융로 10,"[37.5249367, 126.9230905]","월요일
오전 10:00~오후 10:00
화요일
오전 10:00~오후 10:00
수요일
오전 10:00~오후 10:00
목요일
오전 10:00~오후 10:00
금요일
오전 10:00~오후 10:00
토요일
오전 10:00~오후 10:00
일요일
오전 10:00~오후 10:00"
사상근린공원,부산광역시 부산진구 감전동 백양대로 570,"[35.159196, 128.992776]","월요일
휴무일
화요일
오전 9:00~오전 5:00
수요일
오전 9:00~오전 5:00
목요일
오전 9:00~오전 5:00
금요일
오전 9:00~오전 5:00
토요일
오전 9:00~오전 5:00
일요일
오전 9:00~오전 5:00"
감자꽃스튜디오,강원도 평창군 평창읍 이곡리 333,"[37.3687803, 128.4366396]",
부천향토역사관,경기도 부천시 원미구 도당동 산38-3,"[37.5158409, 126.7873987]",
대전근현대사전시관,대전광역시 중구 선화동,"[36.3267614, 127.4187557]",
1913송정역시장,광주광역시 광산구 송정동 송정로16번길 38,"[35.1370296, 126.7900775]","월요일
오전 11:00~오후 10:00
화요일
오전 11:00~오후 10:00
수요일
오전 11:00~오후 10:00
목요일
오전 11:00~오후 10:00
금요일
오전 11:00~오후 10:00
토요일
오전 11:00~오후 10:00
일요일
오전 11:00~오후 10:00"
부산영화체험박물관,부산광역시 중구 동광동3가 대청로126번길 12,"[35.101702, 129.0315715]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
에스알티,광주광역시 서구 농성1동 269-8,"[35.1531182, 126.887151]",
국립생물자원관,인천광역시 서구 경서동 환경로 42,"[37.5659775, 126.6359978]","월요일
휴무일
화요일
오전 9:30~오후 5:30
수요일
오전 9:30~오후 5:30
목요일
오전 9:30~오후 5:30
금요일
오전 9:30~오후 5:30
토요일
오전 9:30~오후 5:30
일요일
오전 9:30~오후 5:30"
연기향토박물관,충청남도 연기군 서면 청라리 146,"[36.595407, 127.2054191]",
실상사,전라북도 남원시 산내면 입석리 50 KR,"[35.4167924, 127.6332566]",
국립일제강제동원역사관,부산광역시 남구 대연동,"[35.12499, 129.090141]","월요일
휴무일
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
갤러리아백화점 타임월드점,대전광역시 서구 둔산동 대덕대로 211,"[36.3519375, 127.3759935]",
충무공 이순신 동상,전라남도 진도군 군내면 진도대로 8439-19,"[34.5723543, 126.2975028]",
새마을역사관,전라남도 무안군 일로읍 복룡리 843,"[34.8760056, 126.5155597]",
용인자연휴양림,경기도 용인시 처인구 모현면 초부로 220,"[37.3148198, 127.2654081]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
소금박물관,전라남도 신안군 증도면 지도증도로 1058,"[34.9962862, 126.1734304]",
카페 글렌코,제주시 구좌읍 송당리 2635-8 비자림1202,"[33.4561819, 126.7651473]",
책과인쇄박물관,강원도 춘천시 신동면 증리 616-1 KR,"[37.8189321, 127.7243421]","월요일
휴무일
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 5:00
일요일
오전 10:00~오후 5:00"
수원종합운동장,경기도 수원시 장안구 조원1동 경수대로 893,"[37.2977121, 127.0091098]",
광치기 해변,서귀포시 성산읍,"[33.4524127, 126.9071383]",
덕진진,인천광역시 강화군 불은면 덕성리 846,"[37.6492944, 126.5221868]",
궷물오름,제주특별자치도 제주시 애월읍 유수암리,"[33.3980085, 126.4040439]",
두타연,강원도 양구군 방산면 고방산리 1024,"[38.2722018, 127.9934217]",
파크 써던랜드,"8 2nd St, Parkhurst, Randburg, 2193 남아프리카","[-26.1463, 28.016856]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
파주장릉,경기도 파주시 탄현면 장릉로 90,"[37.7735808, 126.7058667]",
무상사,충청남도 계룡시 엄사면 향적산길 129,"[36.2916104, 127.2100657]",
한국 이슬람 부산성원,부산광역시 금정구 남산동 30-1,"[35.26, 129.0899727]",
고운식물원,충청남도 청양군 청양읍 군량리 389-2,"[36.4358377, 126.7593806]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
부평역사쇼핑몰,인천광역시 부평구 부평동 광장로 16,"[37.4896364, 126.7210079]","월요일
오전 10:00~오후 10:00
화요일
휴무일
수요일
오전 10:00~오후 10:00
목요일
오전 10:00~오후 10:00
금요일
오전 10:00~오후 10:00
토요일
오전 10:00~오후 10:00
일요일
오전 10:00~오후 10:00"
가곡자연휴양림,강원도 삼척시 가곡면 풍곡리,"[37.1145743, 129.1208871]",
거제민속박물관,경상남도 거제시 연초면 명동리 390,"[34.9496855, 128.6751854]","월요일
오전 9:30~오후 4:30
화요일
오전 9:30~오후 4:30
수요일
오전 9:30~오후 4:30
목요일
오전 9:30~오후 4:30
금요일
오전 9:30~오후 4:30
토요일
오전 9:30~오후 4:30
일요일
휴무일"
일산해수욕장,울산광역시 동구 일산동,"[35.495607, 129.4288343]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
이효석 생가터,강원도 평창군 봉평면 창동리 682,"[37.610833, 128.35789]",
한국 가구 박물관,서울특별시 성북구 성북동 대사관로 121,"[37.6001592, 126.9912413]",
화도 노두길,전라남도 신안군 증도면 대초리,"[34.9638136, 126.1620278]",
옥정호 구절초테마공원,전라북도 정읍시 산내면 매죽리,"[35.5533905, 127.0157732]",
빛의 벙커,"제주특별자치도 서귀포시 특별자치도, 성산읍 고성리 2039-22 KR","[33.4398545, 126.8969443]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
영남대학교박물관,경상북도 경산시 북부동 대학로 280,"[35.8367325, 128.752174]","월요일
오전 10:00~오후 5:00
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
휴무일
일요일
휴무일"
제주 선흘리 벵뒤굴,제주특별자치도 제주시 조천읍 선흘리 산83-2,"[33.4748063, 126.7171003]",
롯데월드 민속박물관,서울특별시 송파구 잠실동 40-1,"[37.5111826, 127.0955432]","월요일
오전 11:00~오후 7:00
화요일
오전 11:00~오후 7:00
수요일
오전 11:00~오후 7:00
목요일
오전 11:00~오후 7:00
금요일
오전 11:00~오후 7:00
토요일
오전 11:00~오후 7:00
일요일
오전 11:00~오후 7:00"
춘천미술관,강원도 춘천시 옥천동 73-2,"[37.8824266, 127.7290262]",
행궁동 공예마을,경기도 수원시 장안구 행궁동 화서문로 35,"[37.2852549, 127.0096269]",
보문호,경주시 보덕동,"[35.8443388, 129.2581627]",
가파도,서귀포시 대정읍,"[33.1707556, 126.2551223]",
Gangself.matrixon Jonghap Museum,강원종합박물관,"[37.3512116, 129.0842445]",
롯데아울렛 서울역점,서울특별시 중구 봉래동2가 한강대로 405,"[37.5553245, 126.9681325]","월요일
오전 11:00~오후 9:00
화요일
오전 11:00~오후 9:00
수요일
오전 11:00~오후 9:00
목요일
오전 11:00~오후 9:00
금요일
오전 11:00~오후 10:00
토요일
오전 11:00~오후 10:00
일요일
오전 11:00~오후 10:00"
대구미술광장,대구광역시 달성군 가창면 정대리 270,"[35.7554213, 128.5657015]",
가락시장,서울특별시 송파구 문정동 양재대로 932,"[37.4933411, 127.1076058]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
코버월드 화폐박물관,코버월드,"[37.8994923, 127.2112349]",
평창무이예술관,강원도 평창군 봉평면 사리평길 233,"[37.6158041, 128.3465853]","월요일
오전 10:00~오후 9:00
화요일
오전 10:00~오후 9:00
수요일
휴무일
목요일
오전 10:00~오후 9:00
금요일
오전 10:00~오후 9:00
토요일
오전 10:00~오후 9:00
일요일
오전 10:00~오후 9:00"
신안젓갈타운,전라남도 신안군 지도읍 읍내리 350-8,"[35.0556537, 126.2028788]",
서울 대학로,서울특별시 종로구 대학로,"[37.5781487, 126.996125]",
김제 지평선축제,전라북도 김제시 부량면 신용리 242-2,"[35.7529284, 126.8502069]",
남망산조각공원,경상남도 통영시 정량동 남망공원길 29,"[34.8411938, 128.4276003]","월요일
오전 12:00~오후 12:00
화요일
오후 7:00~오전 12:00
수요일
오후 7:00~오전 12:00
목요일
오후 7:00~오전 12:00
금요일
오후 7:00~오전 12:00
토요일
오후 7:00~오전 12:00
일요일
오후 7:00~오전 12:00"
장림포구,부산광역시 사하구 장림동 1082-1,"[35.0814822, 128.9558154]",
우전해수욕장,전라남도 신안군 증도면 우전리,"[34.9644486, 126.1316484]",
대흥사,전라남도 해남군 삼산면 대흥사길 400,"[34.4763681, 126.6146805]","월요일
오전 8:00~오후 6:00
화요일
오전 8:00~오후 6:00
수요일
오전 8:00~오후 6:00
목요일
오전 8:00~오후 6:00
금요일
오전 8:00~오후 6:00
토요일
오전 8:00~오후 6:00
일요일
오전 8:00~오후 6:00"
천연기념물센터,대전광역시 서구 만년동 유등로 927,"[36.3677778, 127.390306]","월요일
휴무일
화요일
오전 9:30~오후 5:30
수요일
오전 9:30~오후 5:30
목요일
오전 9:30~오후 5:30
금요일
오전 9:30~오후 5:30
토요일
오전 9:30~오후 5:30
일요일
오전 9:30~오후 5:30"
영진해변,강릉시 연곡면,"[37.8691422, 128.8277266]",
솔화랑,전라북도 전주시 완산구 경원동3가 34-2,"[35.8211952, 127.1442646]","월요일
오전 10:30~오후 5:00
화요일
오전 10:30~오후 5:00
수요일
오전 10:30~오후 5:00
목요일
오전 10:30~오후 5:00
금요일
오전 10:30~오후 5:00
토요일
오전 11:00~오후 5:00
일요일
휴무일"
한화생명이글스파크,대전광역시 중구 부사동 대종로 373,"[36.3170683, 127.4269479]",
태풍전망대,경기도 연천군 중면 횡산리 산 108,"[38.1304762, 126.9723846]","월요일
오전 9:00~오후 4:00
화요일
휴무일
수요일
오전 9:00~오후 4:00
목요일
오전 9:00~오후 4:00
금요일
오전 9:00~오후 4:00
토요일
오전 9:00~오후 4:00
일요일
오전 9:00~오후 4:00"
석남사,인천광역시 석남2동 석남사거리,"[37.4991765, 126.6696684]",
현대도자미술관,경기도 여주군 여주읍 현암리 379,"[37.3177993, 127.6338853]","월요일
오전 10:00~오후 5:00
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 5:00
일요일
오전 10:00~오후 5:00"
청주시청,충청북도 청주시 상당구 북문로3가 상당로 155,"[36.6418421, 127.4865707]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
휴무일
일요일
휴무일"
대전엑스포시민광장,대전광역시 유성구 도룡동 3-1,"[36.3781133, 127.3821127]",
애양원역사관,전라남도 여수시 율촌면 신풍리 18,"[34.8405132, 127.6273974]",
유달산 조각 공원,전라남도 목포시 죽교동 120,"[34.7945808, 126.3715169]",
속초 등대전망대,강원도 동해시 영랑동,"[38.2136984, 128.5979277]",
운문산자연휴양림,경상북도 청도군 운문면 운문로 763,"[35.6534002, 129.0165227]","월요일
오후 3:00~오전 12:00
화요일
휴무일
수요일
오후 3:00~오전 12:00
목요일
오후 3:00~오전 12:00
금요일
오후 3:00~오전 12:00
토요일
오후 3:00~오전 12:00
일요일
오후 3:00~오전 12:00"
다랑쉬오름,제주시 구좌읍,"[33.4762416, 126.8053972]",
파주나비나라 박물관,경기도 파주시 교하동 광인사길 161,"[37.714808, 126.684679]",
동대문 시장 생선구이 골목,동대문 생선구이골목,"[37.5700449, 127.0038106]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
부산 국제여객터미널 관광안내소,부산광역시 동구 초량3동 충장대로 206,"[35.1178452, 129.0448644]",
나주 배박물관,전라남도 나주시 금천면 석전리 384-15,"[35.0341422, 126.7646961]",
탐라국유일레저타운,경기도 파주시 광탄면 보광로 877,"[37.7732759, 126.8816776]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
비로봉 제천단,단양군 가곡면,"[36.957776, 128.4674475]",
운길산,남양주시 조안면,"[37.5720381, 127.2776359]",
삼사해상공원,경상북도 영덕군 강구면 해상공원길 120-7,"[36.3517649, 129.3818076]",
정남진전망대,전라남도 장흥군 관산읍 삼산리,"[34.5118195, 126.972528]",
수렴동 계곡,강원 인제군 북면 용대2리,"[38.155893, 128.3825599]",
해저터널,경상남도 통영시 당동 도천1길 11-1,"[34.8362126, 128.4093339]",
제주 1100고지 습지보호지역,제주특별자치도 서귀포시 색달동,"[33.3574292, 126.4610159]","월요일
오전 6:00~오후 4:30
화요일
오전 6:00~오후 4:30
수요일
오전 6:00~오후 4:30
목요일
오전 6:00~오후 4:30
금요일
오전 6:00~오후 4:30
토요일
오전 6:00~오후 4:30
일요일
오전 6:00~오후 4:30"
평화시장,광주광역시 북구 중흥동,"[35.1701284, 126.9071237]",
만인산,대전광역시 동구 산내동 산내로 106,"[36.1993479, 127.4469067]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
대포항,속초시 대포동,"[38.1736841, 128.5895184]",
타워갤러리,부산광역시 사상구 삼락동 낙동대로 1498,"[35.1921902, 128.9806225]",
방짜유기박물관,대구광역시 동구 도학동 399,"[35.9656209, 128.6990719]","월요일
오전 10:00~오후 7:00
화요일
오전 10:00~오후 7:00
수요일
오전 10:00~오후 7:00
목요일
오전 10:00~오후 7:00
금요일
오전 10:00~오후 7:00
토요일
오전 10:00~오후 7:00
일요일
오전 10:00~오후 7:00"
남산 케이블카,서울특별시 중구 명동 소파로 83,"[37.5565908, 126.9817804]","월요일
오전 10:00~오후 11:00
화요일
오전 10:00~오후 11:00
수요일
오전 10:00~오후 11:00
목요일
오전 10:00~오후 11:00
금요일
오전 10:00~오후 11:00
토요일
오전 10:00~오후 11:00
일요일
오전 10:00~오후 11:00"
화순적벽 관광지,전라남도 화순군 이서면 야사리 197,"[35.1035005, 127.0883304]","월요일
휴무일
화요일
휴무일
수요일
오전 9:00~오후 12:40
오후 1:30~5:10
목요일
휴무일
금요일
휴무일
토요일
오전 9:00~오후 12:40
오후 1:30~5:10
일요일
오전 9:00~오후 12:40
오후 1:30~5:10"
수성아쿠아수영장,대구광역시 수성구 상동 89-2,"[35.836837, 128.6080325]",
완도타워,전라남도 완도군 완도읍 장보고대로 330,"[34.3107464, 126.7644206]","월요일
오전 9:00~오후 10:00
화요일
오전 9:00~오후 10:00
수요일
오전 9:00~오후 10:00
목요일
오전 9:00~오후 10:00
금요일
오전 9:00~오후 10:00
토요일
오전 9:00~오후 10:00
일요일
오전 9:00~오후 10:00"
동제미술관,대구광역시 달성군 가창면 오리 631,"[35.7892014, 128.5913516]",
통영옻칠미술관,경상남도 통영시 용남면 화삼리 658,"[34.8547639, 128.4407727]","월요일
휴무일
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 5:00
일요일
오전 10:00~오후 5:00"
경인 아라뱃길,인천광역시 경서동,"[37.5568331, 126.5882315]",
하나개해수욕장,인천광역시 용유동,"[37.385434, 126.3912277]",
도림사,전라남도 곡성군 곡성읍 도림로 74,"[35.2620464, 127.2645415]",
갑사,충청남도 공주시 계룡면 갑사로,"[36.3649691, 127.1355693]",
성주 한개마을,경상북도 성주군 월항면 대산리 67,"[35.9284829, 128.3237589]",
도당공원,경기도 부천시 원미구 소사로593번길 124,"[37.5154025, 126.7892482]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
클레이아크 김해 미술관,김해시 진례면,"[35.251953, 128.74564]",
혼인지,제주특별자치도 서귀포시 성산읍 온평리 1693,"[33.4151688, 126.8916582]",
솔찬공원,인천광역시 연수구 송도동 13-1,"[37.3713413, 126.6274168]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
봉산문화회관,대구광역시 중구 봉산동 봉산문화길 77,"[35.863262, 128.5943107]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
휴무일"
봉곡사,충청남도 아산시 송악면 유곡리 595,"[36.6987514, 126.9644117]",
정선아리랑제,강원도 정선군 정선읍 봉양리 112,"[37.3785703, 128.6643247]",
보령 충청수영성,충청남도 보령시 오천면 소성리 660-2,"[36.4398389, 126.5205741]",
식장산,대전광역시 대성동,"[36.2953629, 127.4625148]",
용연동굴,강원도 태백시 화전동,"[37.2090125, 128.9397722]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
류미재 갤러리 하우스,경기도 가평군 청평면 고성리 763-8,"[37.709832, 127.48475]",
계명아트센터,대구광역시 달서구 신당동 달구벌대로 1095,"[35.8535297, 128.4886352]",
북한산성,경기도 고양시 덕양구 북한동 산1-1,"[37.6469557, 126.9710478]",
천주교대흥동성당,대전광역시 중구 대흥동 189,"[36.3265267, 127.4244332]",
달아공원,경상남도 통영시 산양읍 산양일주로 1115,"[34.7691462, 128.3973827]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
호평성당,경기도 안양시 동안구 호계2동 전파로95번길 16,"[37.3905279, 126.9412561]",
롯데 프리미엄 아울렛 - 기흥점,경기도 용인시 기흥구 기흥동 286,"[37.22512, 127.119153]","월요일
오전 11:00~오후 8:30
화요일
오전 11:00~오후 8:30
수요일
오전 11:00~오후 8:30
목요일
오전 11:00~오후 8:30
금요일
오전 11:00~오후 9:00
토요일
오전 11:00~오후 9:00
일요일
오전 11:00~오후 9:00"
호명호수,가평군 청평면,"[37.7485752, 127.4573911]",
Cheongju Art Hall,Cheongju Art Hall,"[36.6312154, 127.3558211]",
배론성지,충청북도 제천시 봉양읍 배론성지길 296,"[37.1607155, 128.0802078]",
